company_id,type,rule_id,text,confidence_pct
JSWSTEEL,Con,C8,Debt levels should be monitored despite remaining manageable.,70.0
JSWSTEEL,Con,C9,Weak EPS growth indicates slowing earnings momentum.,80.0
JSWSTEEL,Con,C10,Return on capital employed below 10% suggests inefficient capital allocation.,90.0
JSWSTEEL,Con,C11,Overall financial quality score is relatively weak.,85.0
CHOLAFIN,Con,C1,Debt-to-equity ratio of 6.86 is elevated and warrants monitoring.,69.7
CHOLAFIN,Con,C2,Negative free cash flow raises concern about cash generation quality.,90.0
CHOLAFIN,Con,C5,Revenue growth below 5% over five years suggests weak business momentum.,85.0
CHOLAFIN,Con,C9,Weak EPS growth indicates slowing earnings momentum.,80.0
CHOLAFIN,Con,C10,Return on capital employed below 10% suggests inefficient capital allocation.,90.0
CHOLAFIN,Con,C11,Overall financial quality score is relatively weak.,85.0
HEROMOTOCO,Con,C5,Revenue growth below 5% over five years suggests weak business momentum.,85.0
HEROMOTOCO,Con,C9,Weak EPS growth indicates slowing earnings momentum.,80.0
HEROMOTOCO,Con,C10,Return on capital employed below 10% suggests inefficient capital allocation.,90.0
HEROMOTOCO,Con,C11,Overall financial quality score is relatively weak.,85.0
INDUSINDBK,Con,C1,Debt-to-equity ratio of 6.89 is elevated and warrants monitoring.,69.8
INDUSINDBK,Con,C2,Negative free cash flow raises concern about cash generation quality.,90.0
INDUSINDBK,Con,C5,Revenue growth below 5% over five years suggests weak business momentum.,85.0
INDUSINDBK,Con,C9,Weak EPS growth indicates slowing earnings momentum.,80.0
INDUSINDBK,Con,C10,Return on capital employed below 10% suggests inefficient capital allocation.,90.0
INDUSINDBK,Con,C11,Overall financial quality score is relatively weak.,85.0
BHARTIARTL,Con,C1,Debt-to-equity ratio of 2.61 is elevated and warrants monitoring.,61.2
BHARTIARTL,Con,C5,Revenue growth below 5% over five years suggests weak business momentum.,85.0
BHARTIARTL,Con,C9,Weak EPS growth indicates slowing earnings momentum.,80.0
BHARTIARTL,Con,C10,Return on capital employed below 10% suggests inefficient capital allocation.,90.0
BHARTIARTL,Con,C11,Overall financial quality score is relatively weak.,85.0
SHREECEM,Con,C5,Revenue growth below 5% over five years suggests weak business momentum.,85.0
SHREECEM,Con,C9,Weak EPS growth indicates slowing earnings momentum.,80.0
SHREECEM,Con,C10,Return on capital employed below 10% suggests inefficient capital allocation.,90.0
SHREECEM,Con,C11,Overall financial quality score is relatively weak.,85.0
SHREECEM,Con,C12,Return on equity below 10% indicates limited shareholder returns.,63.3
IOC,Con,C5,Revenue growth below 5% over five years suggests weak business momentum.,85.0
IOC,Con,C9,Weak EPS growth indicates slowing earnings momentum.,80.0
IOC,Con,C10,Return on capital employed below 10% suggests inefficient capital allocation.,90.0
IOC,Con,C11,Overall financial quality score is relatively weak.,85.0
ICICIPRULI,Con,C3,Operating margin below 10% indicates weak operating profitability.,100.0
ICICIPRULI,Con,C5,Revenue growth below 5% over five years suggests weak business momentum.,85.0
ICICIPRULI,Con,C9,Weak EPS growth indicates slowing earnings momentum.,80.0
ICICIPRULI,Con,C10,Return on capital employed below 10% suggests inefficient capital allocation.,90.0
ICICIPRULI,Con,C11,Overall financial quality score is relatively weak.,85.0
ICICIPRULI,Con,C12,Return on equity below 10% indicates limited shareholder returns.,64.5
IRCTC,Con,C5,Revenue growth below 5% over five years suggests weak business momentum.,85.0
IRCTC,Con,C9,Weak EPS growth indicates slowing earnings momentum.,80.0
IRCTC,Con,C10,Return on capital employed below 10% suggests inefficient capital allocation.,90.0
IRCTC,Con,C11,Overall financial quality score is relatively weak.,85.0
SHRIRAMFIN,Con,C1,Debt-to-equity ratio of 3.99 is elevated and warrants monitoring.,64.0
SHRIRAMFIN,Con,C2,Negative free cash flow raises concern about cash generation quality.,90.0
SHRIRAMFIN,Con,C5,Revenue growth below 5% over five years suggests weak business momentum.,85.0
SHRIRAMFIN,Con,C6,Interest coverage below 1.5x indicates elevated debt servicing risk.,95.0
SHRIRAMFIN,Con,C9,Weak EPS growth indicates slowing earnings momentum.,80.0
SHRIRAMFIN,Con,C10,Return on capital employed below 10% suggests inefficient capital allocation.,90.0
SHRIRAMFIN,Con,C11,Overall financial quality score is relatively weak.,85.0
ABB,Con,C5,Revenue growth below 5% over five years suggests weak business momentum.,85.0
ABB,Con,C9,Weak EPS growth indicates slowing earnings momentum.,80.0
ABB,Con,C10,Return on capital employed below 10% suggests inefficient capital allocation.,90.0
ABB,Con,C11,Overall financial quality score is relatively weak.,85.0
TVSMOTOR,Con,C1,Debt-to-equity ratio of 3.83 is elevated and warrants monitoring.,63.7
TVSMOTOR,Con,C2,Negative free cash flow raises concern about cash generation quality.,90.0
TVSMOTOR,Con,C5,Revenue growth below 5% over five years suggests weak business momentum.,85.0
TVSMOTOR,Con,C9,Weak EPS growth indicates slowing earnings momentum.,80.0
TVSMOTOR,Con,C10,Return on capital employed below 10% suggests inefficient capital allocation.,90.0
TVSMOTOR,Con,C11,Overall financial quality score is relatively weak.,85.0
IRFC,Con,C1,Debt-to-equity ratio of 8.38 is elevated and warrants monitoring.,72.8
IRFC,Con,C5,Revenue growth below 5% over five years suggests weak business momentum.,85.0
IRFC,Con,C6,Interest coverage below 1.5x indicates elevated debt servicing risk.,95.0
IRFC,Con,C9,Weak EPS growth indicates slowing earnings momentum.,80.0
IRFC,Con,C10,Return on capital employed below 10% suggests inefficient capital allocation.,90.0
IRFC,Con,C11,Overall financial quality score is relatively weak.,85.0
ICICIGI,Con,C5,Revenue growth below 5% over five years suggests weak business momentum.,85.0
ICICIGI,Con,C9,Weak EPS growth indicates slowing earnings momentum.,80.0
ICICIGI,Con,C10,Return on capital employed below 10% suggests inefficient capital allocation.,90.0
ICICIGI,Con,C11,Overall financial quality score is relatively weak.,85.0
ITC,Con,C5,Revenue growth below 5% over five years suggests weak business momentum.,85.0
ITC,Con,C9,Weak EPS growth indicates slowing earnings momentum.,80.0
ITC,Con,C10,Return on capital employed below 10% suggests inefficient capital allocation.,90.0
ITC,Con,C11,Overall financial quality score is relatively weak.,85.0
ICICIBANK,Con,C1,Debt-to-equity ratio of 6.45 is elevated and warrants monitoring.,68.9
ICICIBANK,Con,C3,Operating margin below 10% indicates weak operating profitability.,100.0
ICICIBANK,Con,C5,Revenue growth below 5% over five years suggests weak business momentum.,85.0
ICICIBANK,Con,C6,Interest coverage below 1.5x indicates elevated debt servicing risk.,95.0
ICICIBANK,Con,C9,Weak EPS growth indicates slowing earnings momentum.,80.0
ICICIBANK,Con,C10,Return on capital employed below 10% suggests inefficient capital allocation.,90.0
ICICIBANK,Con,C11,Overall financial quality score is relatively weak.,85.0
ADANIENSOL,Con,C1,Debt-to-equity ratio of 2.93 is elevated and warrants monitoring.,61.9
ADANIENSOL,Con,C5,Revenue growth below 5% over five years suggests weak business momentum.,85.0
ADANIENSOL,Con,C9,Weak EPS growth indicates slowing earnings momentum.,80.0
ADANIENSOL,Con,C10,Return on capital employed below 10% suggests inefficient capital allocation.,90.0
ADANIENSOL,Con,C11,Overall financial quality score is relatively weak.,85.0
ADANIENSOL,Con,C12,Return on equity below 10% indicates limited shareholder returns.,61.1
HINDUNILVR,Con,C5,Revenue growth below 5% over five years suggests weak business momentum.,85.0
HINDUNILVR,Con,C9,Weak EPS growth indicates slowing earnings momentum.,80.0
HINDUNILVR,Con,C10,Return on capital employed below 10% suggests inefficient capital allocation.,90.0
HINDUNILVR,Con,C11,Overall financial quality score is relatively weak.,85.0
TRENT,Con,C5,Revenue growth below 5% over five years suggests weak business momentum.,85.0
TRENT,Con,C9,Weak EPS growth indicates slowing earnings momentum.,80.0
TRENT,Con,C10,Return on capital employed below 10% suggests inefficient capital allocation.,90.0
TRENT,Con,C11,Overall financial quality score is relatively weak.,85.0
JINDALSTEL,Con,C2,Negative free cash flow raises concern about cash generation quality.,90.0
JINDALSTEL,Con,C5,Revenue growth below 5% over five years suggests weak business momentum.,85.0
JINDALSTEL,Con,C9,Weak EPS growth indicates slowing earnings momentum.,80.0
JINDALSTEL,Con,C10,Return on capital employed below 10% suggests inefficient capital allocation.,90.0
JINDALSTEL,Con,C11,Overall financial quality score is relatively weak.,85.0
JIOFIN,Con,C5,Revenue growth below 5% over five years suggests weak business momentum.,85.0
JIOFIN,Con,C9,Weak EPS growth indicates slowing earnings momentum.,80.0
JIOFIN,Con,C10,Return on capital employed below 10% suggests inefficient capital allocation.,90.0
JIOFIN,Con,C11,Overall financial quality score is relatively weak.,85.0
JIOFIN,Con,C12,Return on equity below 10% indicates limited shareholder returns.,77.7
HINDALCO,Con,C5,Revenue growth below 5% over five years suggests weak business momentum.,85.0
HINDALCO,Con,C9,Weak EPS growth indicates slowing earnings momentum.,80.0
HINDALCO,Con,C10,Return on capital employed below 10% suggests inefficient capital allocation.,90.0
HINDALCO,Con,C11,Overall financial quality score is relatively weak.,85.0
HINDALCO,Con,C12,Return on equity below 10% indicates limited shareholder returns.,60.9
PIDILITIND,Con,C5,Revenue growth below 5% over five years suggests weak business momentum.,85.0
PIDILITIND,Con,C9,Weak EPS growth indicates slowing earnings momentum.,80.0
PIDILITIND,Con,C10,Return on capital employed below 10% suggests inefficient capital allocation.,90.0
PIDILITIND,Con,C11,Overall financial quality score is relatively weak.,85.0
JSWENERGY,Con,C2,Negative free cash flow raises concern about cash generation quality.,90.0
JSWENERGY,Con,C5,Revenue growth below 5% over five years suggests weak business momentum.,85.0
JSWENERGY,Con,C8,Debt levels should be monitored despite remaining manageable.,70.0
JSWENERGY,Con,C9,Weak EPS growth indicates slowing earnings momentum.,80.0
JSWENERGY,Con,C10,Return on capital employed below 10% suggests inefficient capital allocation.,90.0
JSWENERGY,Con,C11,Overall financial quality score is relatively weak.,85.0
JSWENERGY,Con,C12,Return on equity below 10% indicates limited shareholder returns.,63.4
TORNTPHARM,Con,C5,Revenue growth below 5% over five years suggests weak business momentum.,85.0
TORNTPHARM,Con,C9,Weak EPS growth indicates slowing earnings momentum.,80.0
TORNTPHARM,Con,C10,Return on capital employed below 10% suggests inefficient capital allocation.,90.0
TORNTPHARM,Con,C11,Overall financial quality score is relatively weak.,85.0
ADANIENT,Con,C2,Negative free cash flow raises concern about cash generation quality.,90.0
ADANIENT,Con,C5,Revenue growth below 5% over five years suggests weak business momentum.,85.0
ADANIENT,Con,C8,Debt levels should be monitored despite remaining manageable.,70.0
ADANIENT,Con,C9,Weak EPS growth indicates slowing earnings momentum.,80.0
ADANIENT,Con,C10,Return on capital employed below 10% suggests inefficient capital allocation.,90.0
ADANIENT,Con,C11,Overall financial quality score is relatively weak.,85.0
ADANIENT,Con,C12,Return on equity below 10% indicates limited shareholder returns.,62.9
RELIANCE,Con,C5,Revenue growth below 5% over five years suggests weak business momentum.,85.0
RELIANCE,Con,C9,Weak EPS growth indicates slowing earnings momentum.,80.0
RELIANCE,Con,C10,Return on capital employed below 10% suggests inefficient capital allocation.,90.0
RELIANCE,Con,C11,Overall financial quality score is relatively weak.,85.0
RELIANCE,Con,C12,Return on equity below 10% indicates limited shareholder returns.,60.1
TECHM,Con,C3,Operating margin below 10% indicates weak operating profitability.,62.0
TECHM,Con,C5,Revenue growth below 5% over five years suggests weak business momentum.,85.0
TECHM,Con,C7,Dividend payout above 100% may not be sustainable.,90.0
TECHM,Con,C9,Weak EPS growth indicates slowing earnings momentum.,80.0
TECHM,Con,C10,Return on capital employed below 10% suggests inefficient capital allocation.,90.0
TECHM,Con,C11,Overall financial quality score is relatively weak.,85.0
TECHM,Con,C12,Return on equity below 10% indicates limited shareholder returns.,62.0
DMART,Con,C3,Operating margin below 10% indicates weak operating profitability.,64.0
DMART,Con,C5,Revenue growth below 5% over five years suggests weak business momentum.,85.0
DMART,Con,C9,Weak EPS growth indicates slowing earnings momentum.,80.0
DMART,Con,C10,Return on capital employed below 10% suggests inefficient capital allocation.,90.0
DMART,Con,C11,Overall financial quality score is relatively weak.,85.0
LTIM,Con,C5,Revenue growth below 5% over five years suggests weak business momentum.,85.0
LTIM,Con,C9,Weak EPS growth indicates slowing earnings momentum.,80.0
LTIM,Con,C10,Return on capital employed below 10% suggests inefficient capital allocation.,90.0
LTIM,Con,C11,Overall financial quality score is relatively weak.,85.0
DLF,Con,C5,Revenue growth below 5% over five years suggests weak business momentum.,85.0
DLF,Con,C9,Weak EPS growth indicates slowing earnings momentum.,80.0
DLF,Con,C10,Return on capital employed below 10% suggests inefficient capital allocation.,90.0
DLF,Con,C11,Overall financial quality score is relatively weak.,85.0
DLF,Con,C12,Return on equity below 10% indicates limited shareholder returns.,66.2
BRITANNIA,Con,C5,Revenue growth below 5% over five years suggests weak business momentum.,85.0
BRITANNIA,Con,C9,Weak EPS growth indicates slowing earnings momentum.,80.0
BRITANNIA,Con,C10,Return on capital employed below 10% suggests inefficient capital allocation.,90.0
BRITANNIA,Con,C11,Overall financial quality score is relatively weak.,85.0
NHPC,Con,C5,Revenue growth below 5% over five years suggests weak business momentum.,85.0
NHPC,Con,C9,Weak EPS growth indicates slowing earnings momentum.,80.0
NHPC,Con,C10,Return on capital employed below 10% suggests inefficient capital allocation.,90.0
NHPC,Con,C11,Overall financial quality score is relatively weak.,85.0
BAJAJ-AUTO,Con,C5,Revenue growth below 5% over five years suggests weak business momentum.,85.0
BAJAJ-AUTO,Con,C9,Weak EPS growth indicates slowing earnings momentum.,80.0
BAJAJ-AUTO,Con,C10,Return on capital employed below 10% suggests inefficient capital allocation.,90.0
BAJAJ-AUTO,Con,C11,Overall financial quality score is relatively weak.,85.0
DIVISLAB,Con,C5,Revenue growth below 5% over five years suggests weak business momentum.,85.0
DIVISLAB,Con,C9,Weak EPS growth indicates slowing earnings momentum.,80.0
DIVISLAB,Con,C10,Return on capital employed below 10% suggests inefficient capital allocation.,90.0
DIVISLAB,Con,C11,Overall financial quality score is relatively weak.,85.0
TATAPOWER,Con,C5,Revenue growth below 5% over five years suggests weak business momentum.,85.0
TATAPOWER,Con,C8,Debt levels should be monitored despite remaining manageable.,70.0
TATAPOWER,Con,C9,Weak EPS growth indicates slowing earnings momentum.,80.0
TATAPOWER,Con,C10,Return on capital employed below 10% suggests inefficient capital allocation.,90.0
TATAPOWER,Con,C11,Overall financial quality score is relatively weak.,85.0
PNB,Con,C1,Debt-to-equity ratio of 3.68 is elevated and warrants monitoring.,63.4
PNB,Con,C2,Negative free cash flow raises concern about cash generation quality.,90.0
PNB,Con,C3,Operating margin below 10% indicates weak operating profitability.,80.0
PNB,Con,C5,Revenue growth below 5% over five years suggests weak business momentum.,85.0
PNB,Con,C6,Interest coverage below 1.5x indicates elevated debt servicing risk.,95.0
PNB,Con,C9,Weak EPS growth indicates slowing earnings momentum.,80.0
PNB,Con,C10,Return on capital employed below 10% suggests inefficient capital allocation.,90.0
PNB,Con,C11,Overall financial quality score is relatively weak.,85.0
NTPC,Con,C5,Revenue growth below 5% over five years suggests weak business momentum.,85.0
NTPC,Con,C8,Debt levels should be monitored despite remaining manageable.,70.0
NTPC,Con,C9,Weak EPS growth indicates slowing earnings momentum.,80.0
NTPC,Con,C10,Return on capital employed below 10% suggests inefficient capital allocation.,90.0
NTPC,Con,C11,Overall financial quality score is relatively weak.,85.0
DABUR,Con,C5,Revenue growth below 5% over five years suggests weak business momentum.,85.0
DABUR,Con,C9,Weak EPS growth indicates slowing earnings momentum.,80.0
DABUR,Con,C10,Return on capital employed below 10% suggests inefficient capital allocation.,90.0
DABUR,Con,C11,Overall financial quality score is relatively weak.,85.0
TATACONSUM,Con,C5,Revenue growth below 5% over five years suggests weak business momentum.,85.0
TATACONSUM,Con,C9,Weak EPS growth indicates slowing earnings momentum.,80.0
TATACONSUM,Con,C10,Return on capital employed below 10% suggests inefficient capital allocation.,90.0
TATACONSUM,Con,C11,Overall financial quality score is relatively weak.,85.0
TATACONSUM,Con,C12,Return on equity below 10% indicates limited shareholder returns.,64.9
ONGC,Con,C5,Revenue growth below 5% over five years suggests weak business momentum.,85.0
ONGC,Con,C9,Weak EPS growth indicates slowing earnings momentum.,80.0
ONGC,Con,C10,Return on capital employed below 10% suggests inefficient capital allocation.,90.0
ONGC,Con,C11,Overall financial quality score is relatively weak.,85.0
COALINDIA,Con,C5,Revenue growth below 5% over five years suggests weak business momentum.,85.0
COALINDIA,Con,C9,Weak EPS growth indicates slowing earnings momentum.,80.0
COALINDIA,Con,C10,Return on capital employed below 10% suggests inefficient capital allocation.,90.0
COALINDIA,Con,C11,Overall financial quality score is relatively weak.,85.0
AXISBANK,Con,C1,Debt-to-equity ratio of 8.25 is elevated and warrants monitoring.,72.5
AXISBANK,Con,C2,Negative free cash flow raises concern about cash generation quality.,90.0
AXISBANK,Con,C5,Revenue growth below 5% over five years suggests weak business momentum.,85.0
AXISBANK,Con,C9,Weak EPS growth indicates slowing earnings momentum.,80.0
AXISBANK,Con,C10,Return on capital employed below 10% suggests inefficient capital allocation.,90.0
AXISBANK,Con,C11,Overall financial quality score is relatively weak.,85.0
CANBK,Con,C1,Debt-to-equity ratio of 14.87 is elevated and warrants monitoring.,85.7
CANBK,Con,C3,Operating margin below 10% indicates weak operating profitability.,100.0
CANBK,Con,C5,Revenue growth below 5% over five years suggests weak business momentum.,85.0
CANBK,Con,C9,Weak EPS growth indicates slowing earnings momentum.,80.0
CANBK,Con,C10,Return on capital employed below 10% suggests inefficient capital allocation.,90.0
CANBK,Con,C11,Overall financial quality score is relatively weak.,85.0
TATAMOTORS,Con,C5,Revenue growth below 5% over five years suggests weak business momentum.,85.0
TATAMOTORS,Con,C8,Debt levels should be monitored despite remaining manageable.,70.0
TATAMOTORS,Con,C9,Weak EPS growth indicates slowing earnings momentum.,80.0
TATAMOTORS,Con,C10,Return on capital employed below 10% suggests inefficient capital allocation.,90.0
TATAMOTORS,Con,C11,Overall financial quality score is relatively weak.,85.0
PFC,Con,C1,Debt-to-equity ratio of 8.52 is elevated and warrants monitoring.,73.0
PFC,Con,C2,Negative free cash flow raises concern about cash generation quality.,90.0
PFC,Con,C5,Revenue growth below 5% over five years suggests weak business momentum.,85.0
PFC,Con,C6,Interest coverage below 1.5x indicates elevated debt servicing risk.,95.0
PFC,Con,C9,Weak EPS growth indicates slowing earnings momentum.,80.0
PFC,Con,C10,Return on capital employed below 10% suggests inefficient capital allocation.,90.0
PFC,Con,C11,Overall financial quality score is relatively weak.,85.0
CIPLA,Con,C5,Revenue growth below 5% over five years suggests weak business momentum.,85.0
CIPLA,Con,C9,Weak EPS growth indicates slowing earnings momentum.,80.0
CIPLA,Con,C10,Return on capital employed below 10% suggests inefficient capital allocation.,90.0
CIPLA,Con,C11,Overall financial quality score is relatively weak.,85.0
BAJAJFINSV,Con,C1,Debt-to-equity ratio of 4.79 is elevated and warrants monitoring.,65.6
BAJAJFINSV,Con,C2,Negative free cash flow raises concern about cash generation quality.,90.0
BAJAJFINSV,Con,C5,Revenue growth below 5% over five years suggests weak business momentum.,85.0
BAJAJFINSV,Con,C9,Weak EPS growth indicates slowing earnings momentum.,80.0
BAJAJFINSV,Con,C10,Return on capital employed below 10% suggests inefficient capital allocation.,90.0
BAJAJFINSV,Con,C11,Overall financial quality score is relatively weak.,85.0
INFY,Con,C5,Revenue growth below 5% over five years suggests weak business momentum.,85.0
INFY,Con,C9,Weak EPS growth indicates slowing earnings momentum.,80.0
INFY,Con,C10,Return on capital employed below 10% suggests inefficient capital allocation.,90.0
INFY,Con,C11,Overall financial quality score is relatively weak.,85.0
POWERGRID,Con,C5,Revenue growth below 5% over five years suggests weak business momentum.,85.0
POWERGRID,Con,C8,Debt levels should be monitored despite remaining manageable.,70.0
POWERGRID,Con,C9,Weak EPS growth indicates slowing earnings momentum.,80.0
POWERGRID,Con,C10,Return on capital employed below 10% suggests inefficient capital allocation.,90.0
POWERGRID,Con,C11,Overall financial quality score is relatively weak.,85.0
DRREDDY,Con,C5,Revenue growth below 5% over five years suggests weak business momentum.,85.0
DRREDDY,Con,C9,Weak EPS growth indicates slowing earnings momentum.,80.0
DRREDDY,Con,C10,Return on capital employed below 10% suggests inefficient capital allocation.,90.0
DRREDDY,Con,C11,Overall financial quality score is relatively weak.,85.0
NESTLEIND,Con,C5,Revenue growth below 5% over five years suggests weak business momentum.,85.0
NESTLEIND,Con,C9,Weak EPS growth indicates slowing earnings momentum.,80.0
NESTLEIND,Con,C10,Return on capital employed below 10% suggests inefficient capital allocation.,90.0
NESTLEIND,Con,C11,Overall financial quality score is relatively weak.,85.0
TATASTEEL,Con,C4,Company reported a negative profit margin in the latest year.,100.0
TATASTEEL,Con,C5,Revenue growth below 5% over five years suggests weak business momentum.,85.0
TATASTEEL,Con,C9,Weak EPS growth indicates slowing earnings momentum.,80.0
TATASTEEL,Con,C10,Return on capital employed below 10% suggests inefficient capital allocation.,90.0
TATASTEEL,Con,C11,Overall financial quality score is relatively weak.,85.0
TATASTEEL,Con,C12,Return on equity below 10% indicates limited shareholder returns.,90.7
HAL,Con,C5,Revenue growth below 5% over five years suggests weak business momentum.,85.0
HAL,Con,C9,Weak EPS growth indicates slowing earnings momentum.,80.0
HAL,Con,C10,Return on capital employed below 10% suggests inefficient capital allocation.,90.0
HAL,Con,C11,Overall financial quality score is relatively weak.,85.0
BOSCHLTD,Con,C5,Revenue growth below 5% over five years suggests weak business momentum.,85.0
BOSCHLTD,Con,C9,Weak EPS growth indicates slowing earnings momentum.,80.0
BOSCHLTD,Con,C10,Return on capital employed below 10% suggests inefficient capital allocation.,90.0
BOSCHLTD,Con,C11,Overall financial quality score is relatively weak.,85.0
M&M,Con,C2,Negative free cash flow raises concern about cash generation quality.,90.0
M&M,Con,C5,Revenue growth below 5% over five years suggests weak business momentum.,85.0
M&M,Con,C8,Debt levels should be monitored despite remaining manageable.,70.0
M&M,Con,C9,Weak EPS growth indicates slowing earnings momentum.,80.0
M&M,Con,C10,Return on capital employed below 10% suggests inefficient capital allocation.,90.0
M&M,Con,C11,Overall financial quality score is relatively weak.,85.0
ADANIPOWER,Con,C5,Revenue growth below 5% over five years suggests weak business momentum.,85.0
ADANIPOWER,Con,C9,Weak EPS growth indicates slowing earnings momentum.,80.0
ADANIPOWER,Con,C10,Return on capital employed below 10% suggests inefficient capital allocation.,90.0
ADANIPOWER,Con,C11,Overall financial quality score is relatively weak.,85.0
AMBUJACEM,Con,C2,Negative free cash flow raises concern about cash generation quality.,90.0
AMBUJACEM,Con,C5,Revenue growth below 5% over five years suggests weak business momentum.,85.0
AMBUJACEM,Con,C9,Weak EPS growth indicates slowing earnings momentum.,80.0
AMBUJACEM,Con,C10,Return on capital employed below 10% suggests inefficient capital allocation.,90.0
AMBUJACEM,Con,C11,Overall financial quality score is relatively weak.,85.0
GRASIM,Con,C2,Negative free cash flow raises concern about cash generation quality.,90.0
GRASIM,Con,C5,Revenue growth below 5% over five years suggests weak business momentum.,85.0
GRASIM,Con,C8,Debt levels should be monitored despite remaining manageable.,70.0
GRASIM,Con,C9,Weak EPS growth indicates slowing earnings momentum.,80.0
GRASIM,Con,C10,Return on capital employed below 10% suggests inefficient capital allocation.,90.0
GRASIM,Con,C11,Overall financial quality score is relatively weak.,85.0
SUNPHARMA,Con,C5,Revenue growth below 5% over five years suggests weak business momentum.,85.0
SUNPHARMA,Con,C9,Weak EPS growth indicates slowing earnings momentum.,80.0
SUNPHARMA,Con,C10,Return on capital employed below 10% suggests inefficient capital allocation.,90.0
SUNPHARMA,Con,C11,Overall financial quality score is relatively weak.,85.0
GODREJCP,Con,C2,Negative free cash flow raises concern about cash generation quality.,90.0
GODREJCP,Con,C4,Company reported a negative profit margin in the latest year.,100.0
GODREJCP,Con,C5,Revenue growth below 5% over five years suggests weak business momentum.,85.0
GODREJCP,Con,C9,Weak EPS growth indicates slowing earnings momentum.,80.0
GODREJCP,Con,C10,Return on capital employed below 10% suggests inefficient capital allocation.,90.0
GODREJCP,Con,C11,Overall financial quality score is relatively weak.,85.0
GODREJCP,Con,C12,Return on equity below 10% indicates limited shareholder returns.,88.9
RECLTD,Con,C1,Debt-to-equity ratio of 6.42 is elevated and warrants monitoring.,68.8
RECLTD,Con,C2,Negative free cash flow raises concern about cash generation quality.,90.0
RECLTD,Con,C5,Revenue growth below 5% over five years suggests weak business momentum.,85.0
RECLTD,Con,C9,Weak EPS growth indicates slowing earnings momentum.,80.0
RECLTD,Con,C10,Return on capital employed below 10% suggests inefficient capital allocation.,90.0
RECLTD,Con,C11,Overall financial quality score is relatively weak.,85.0
MARUTI,Con,C5,Revenue growth below 5% over five years suggests weak business momentum.,85.0
MARUTI,Con,C9,Weak EPS growth indicates slowing earnings momentum.,80.0
MARUTI,Con,C10,Return on capital employed below 10% suggests inefficient capital allocation.,90.0
MARUTI,Con,C11,Overall financial quality score is relatively weak.,85.0
TCS,Con,C5,Revenue growth below 5% over five years suggests weak business momentum.,85.0
TCS,Con,C9,Weak EPS growth indicates slowing earnings momentum.,80.0
TCS,Con,C10,Return on capital employed below 10% suggests inefficient capital allocation.,90.0
TCS,Con,C11,Overall financial quality score is relatively weak.,85.0
GAIL,Con,C5,Revenue growth below 5% over five years suggests weak business momentum.,85.0
GAIL,Con,C9,Weak EPS growth indicates slowing earnings momentum.,80.0
GAIL,Con,C10,Return on capital employed below 10% suggests inefficient capital allocation.,90.0
GAIL,Con,C11,Overall financial quality score is relatively weak.,85.0
BPCL,Con,C5,Revenue growth below 5% over five years suggests weak business momentum.,85.0
BPCL,Con,C9,Weak EPS growth indicates slowing earnings momentum.,80.0
BPCL,Con,C10,Return on capital employed below 10% suggests inefficient capital allocation.,90.0
BPCL,Con,C11,Overall financial quality score is relatively weak.,85.0
INDIGO,Con,C5,Revenue growth below 5% over five years suggests weak business momentum.,85.0
INDIGO,Con,C9,Weak EPS growth indicates slowing earnings momentum.,80.0
INDIGO,Con,C10,Return on capital employed below 10% suggests inefficient capital allocation.,90.0
INDIGO,Con,C11,Overall financial quality score is relatively weak.,85.0
BAJAJHLDNG,Con,C5,Revenue growth below 5% over five years suggests weak business momentum.,85.0
BAJAJHLDNG,Con,C9,Weak EPS growth indicates slowing earnings momentum.,80.0
BAJAJHLDNG,Con,C10,Return on capital employed below 10% suggests inefficient capital allocation.,90.0
BAJAJHLDNG,Con,C11,Overall financial quality score is relatively weak.,85.0
ASIANPAINT,Con,C5,Revenue growth below 5% over five years suggests weak business momentum.,85.0
ASIANPAINT,Con,C9,Weak EPS growth indicates slowing earnings momentum.,80.0
ASIANPAINT,Con,C10,Return on capital employed below 10% suggests inefficient capital allocation.,90.0
ASIANPAINT,Con,C11,Overall financial quality score is relatively weak.,85.0
MOTHERSON,Con,C3,Operating margin below 10% indicates weak operating profitability.,62.0
MOTHERSON,Con,C5,Revenue growth below 5% over five years suggests weak business momentum.,85.0
MOTHERSON,Con,C9,Weak EPS growth indicates slowing earnings momentum.,80.0
MOTHERSON,Con,C10,Return on capital employed below 10% suggests inefficient capital allocation.,90.0
MOTHERSON,Con,C11,Overall financial quality score is relatively weak.,85.0
EICHERMOT,Con,C5,Revenue growth below 5% over five years suggests weak business momentum.,85.0
EICHERMOT,Con,C9,Weak EPS growth indicates slowing earnings momentum.,80.0
EICHERMOT,Con,C10,Return on capital employed below 10% suggests inefficient capital allocation.,90.0
EICHERMOT,Con,C11,Overall financial quality score is relatively weak.,85.0
NAUKRI,Con,C2,Negative free cash flow raises concern about cash generation quality.,90.0
NAUKRI,Con,C5,Revenue growth below 5% over five years suggests weak business momentum.,85.0
NAUKRI,Con,C9,Weak EPS growth indicates slowing earnings momentum.,80.0
NAUKRI,Con,C10,Return on capital employed below 10% suggests inefficient capital allocation.,90.0
NAUKRI,Con,C11,Overall financial quality score is relatively weak.,85.0
NAUKRI,Con,C12,Return on equity below 10% indicates limited shareholder returns.,76.1
BANKBARODA,Con,C1,Debt-to-equity ratio of 12.14 is elevated and warrants monitoring.,80.3
